"z_80","porosity","ux","uz","utx","utz","tautxz","udx","udz","tausxz"
0.015775867549668875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01554723178807947,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015318596026490066,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015089960264900663,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014861324503311258,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014632688741721854,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014404052980132451,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014175417218543046,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.013946781456953642,1.0,0.32752203941345215,-0.0042990789079340175,0.068568524,0.04457067325,0.08738531356249998,0.009664214787500002,0.008007245,0.017625949499999998
0.01371814569536424,1.0,0.3341328799724579,-0.004983549282769673,0.06451834875,0.043455738125000004,0.06766289059999998,0.0089437984125,0.008695115062500001,0.022597839624999998
0.013489509933774834,1.0,0.33853691816329956,-0.0056063824449665844,0.060398248749999994,0.041594285,0.044365701437499995,0.008604420787499999,0.009515272900000002,0.027934670874999998
0.01326087417218543,1.0,0.3404123783111572,-0.006086902867536992,0.05663623799999999,0.039201428625,0.0234134375625,0.008583430662499999,0.0103165531875,0.033274496625
0.013032238410596027,1.0,0.34099671244621277,-0.00634494551923126,0.053504488625,0.036529240374999994,0.0076618581875000005,0.008792997537500001,0.011074705375,0.037879194875
0.012803602649006622,1.0,0.3405580222606659,-0.0063842497183941305,0.051073227374999995,0.033904268625,-0.007917588437500001,0.009182053662500002,0.011687801125000001,0.04167056125
0.012574966887417218,1.0,0.3394758105278015,-0.006237270019482821,0.04932906837500001,0.03162924725,-0.0238841396875,0.009743617037500003,0.012070425749999999,0.04462896375
0.012346331125827816,1.0,0.33782610297203064,-0.005954927881248295,0.048170962125,0.029831489000000003,-0.038819183,0.0103953252875,0.012148069,0.046601247124999995
0.012117695364238412,1.0,0.335869163274765,-0.005603106168564409,0.047436447750000006,0.028555052875,-0.055899607000000004,0.01100594725,0.012002655,0.046993630999999994
0.011889059602649008,1.0,0.3335822522640228,-0.005250483169220388,0.04701708612500001,0.027788523625000002,-0.07646109653750001,0.011490382625,0.011721325125,0.046076470625
0.011660423841059604,1.0,0.3313826322555542,-0.004904460802208632,0.046833746375,0.02737237075,-0.10259488112500001,0.011827114875,0.011369934875,0.04462760375
0.0114317880794702,1.0,0.3290206789970398,-0.004601691907737404,0.046805875125,0.027190284125000002,-0.1310707885,0.011985342,0.0110098965,0.04302160475
0.011203152317880796,1.0,0.32647815346717834,-0.004347950540250167,0.046888487624999996,0.027277818375000002,-0.160330604125,0.012049088999999999,0.01065022175,0.041806722624999994
0.01097451655629139,1.0,0.3240460455417633,-0.004118234443012625,0.047003260874999994,0.027540536999999997,-0.1908934925,0.012025794999999999,0.010273203874999998,0.04064948549999999
0.010745880794701988,1.0,0.3214637339115143,-0.0039017510425765067,0.047105067,0.027900616125,-0.22061778875000002,0.011928860874999999,0.0099048915,0.039667075625000006
0.010517245033112584,1.0,0.3188963234424591,-0.003706700197653845,0.047224349000000006,0.028319546624999997,-0.250739545,0.011743992125000002,0.009584671250000001,0.038503902250000006
0.010288609271523178,1.0,0.3162515461444855,-0.0035262413148302585,0.04736299275,0.028746173499999996,-0.28067481625,0.011509068,0.0092877979375,0.037206586625
0.010059973509933776,1.0,0.3137955665588379,-0.0033419294049963355,0.047500585875,0.029158285374999995,-0.3084209575,0.011236078375,0.008994951937499999,0.0356538695
0.009831337748344372,1.0,0.3112274706363678,-0.003152443649014458,0.04767200975,0.0295669955,-0.33384230125000003,0.01096538175,0.008708988012499998,0.034106713625
0.009602701986754968,1.0,0.3087269365787506,-0.002965204563224688,0.047876943000000005,0.02998292225,-0.35998944125,0.010688556375,0.0084274346375,0.032300487125000006
0.009374066225165564,1.0,0.30623528361320496,-0.002780985669232905,0.0480769165,0.030391066999999997,-0.38767263750000003,0.010408790375,0.00815954055,0.030391627499999997
0.00914543046357616,1.0,0.30379173159599304,-0.002606582740554586,0.048314074,0.030802381000000004,-0.41364031500000004,0.010141688625,0.00790862205,0.028484371499999998
0.008916794701986756,1.0,0.3012305498123169,-0.002446443832013756,0.04857266925,0.03116317725,-0.43928596875000003,0.009905441875,0.007663007875,0.026450731374999998
0.008688158940397352,1.0,0.2986827790737152,-0.002295259473612532,0.04885049600000001,0.031487432125,-0.46418436875,0.009691810062500002,0.007417036724999999,0.024414384749999997
0.008459523178807948,1.0,0.2961014211177826,-0.0021532067039515823,0.04915031275,0.031786883,-0.48800505625,0.009512200312499998,0.0071771777375,0.02239839975
0.008230887417218544,1.0,0.29342302680015564,-0.002012219949392602,0.0494792315,0.032085909625,-0.51241580375,0.0093700004375,0.006966834199999999,0.020575067625
0.00800225165562914,1.0,0.29078349471092224,-0.0018814645445672795,0.04983409799999999,0.032348014625,-0.53603159875,0.009248343062499999,0.0067698790375,0.018661932625
0.007773615894039736,1.0,0.2880813777446747,-0.0017467203870182857,0.050190976250000005,0.032581980499999996,-0.5587649524999999,0.0091758919375,0.00657968125,0.0168697833125
0.007544980132450332,1.0,0.2852073609828949,-0.0016221572586800903,0.05053161775,0.032779777125,-0.5791534737499999,0.009135299687500001,0.0063971809625,0.015223380687499998
0.007316344370860927,1.0,0.28230783343315125,-0.0015018134872661904,0.050866666250000005,0.03297357875,-0.59900324875,0.0091494385625,0.0062303700875,0.013601335712499999
0.007087708609271524,1.0,0.2791561484336853,-0.0013760630754404701,0.051221974625,0.033185927750000004,-0.6178231550000001,0.0091927420625,0.0060968855125,0.011952996875
0.00685907284768212,1.0,0.2759115993976593,-0.0012626492607523687,0.051551003750000005,0.033387235375,-0.6358488050000001,0.009272396875,0.005982666124999999,0.010266041962500002
0.006630437086092715,1.0,0.27275192737579346,-0.0011401599113014527,0.0518720845,0.033548287499999996,-0.65345218625,0.0093744423125,0.005902441999999999,0.0084858239
0.006401801324503312,1.0,0.26943570375442505,-0.0010186506260652095,0.05217292237499999,0.033677778374999995,-0.669312705,0.0094940388125,0.005825640087499999,0.006456456025
0.006173165562913908,1.0,0.2660907208919525,-0.0008990382557385601,0.052416885499999996,0.03380486625,-0.6843304925000001,0.0096355089375,0.00577066355,0.0041493289499999995
0.005944529801324503,1.0,0.2627752423286438,-0.0008082306812866591,0.05264675225,0.033908585875,-0.69893916125,0.0097930320625,0.0057696610375,0.0014638412625000003
0.0057158940397351,1.0,0.2593628764152527,-0.0007260590937221423,0.052873749625,0.033991311375,-0.71074267625,0.0099737455625,0.005794104125,-0.0010939727375
0.005487258278145696,1.0,0.2560170888900757,-0.0006500646195490845,0.05305531837500001,0.034033947375,-0.7213985087499999,0.010154209437499999,0.005852290174999999,-0.003932911575
0.005258622516556292,1.0,0.25246909260749817,-0.0005947278114035726,0.053204496750000004,0.03404919075,-0.7310100187499999,0.010331014687499999,0.005940258800000001,-0.006805411862499999
0.005029986754966888,1.0,0.24882276356220245,-0.0005364087483030744,0.053374126875000004,0.034040422,-0.7375809687499999,0.0105050759375,0.0060516343875,-0.00978286645
0.004801350993377484,1.0,0.24510915577411652,-0.000500264679430984,0.05353931662500001,0.03408594075,-0.742342675,0.010658619375,0.0061975034375,-0.0124926276375
0.00457271523178808,1.0,0.24140705168247223,-0.0004974962503183633,0.05372113625000001,0.034102558625,-0.7460304824999999,0.010796127625,0.006385434725,-0.0147995095125
0.004344079470198676,1.0,0.2376839965581894,-0.0005024288038839586,0.05397726375,0.03407081625,-0.74837066375,0.010929108375,0.006627935224999999,-0.0164527260625
0.004115443708609273,1.0,0.23382864892482758,-0.0004981997299182694,0.054300890374999994,0.034056637375,-0.7482558075,0.011037227625,0.006907689900000001,-0.0172029160625
0.003886807947019868,1.0,0.22937674820423126,-0.000474269749247469,0.054684779875,0.034019433625,-0.74754770375,0.011105275125,0.0072381964375,-0.0171961660625
0.003658172185430464,1.0,0.22456461191177368,-0.00043102920972160064,0.055216044374999995,0.03391318325,-0.7440575899999999,0.011182311375,0.007615268012500001,-0.0160465207
0.0034295364238410607,1.0,0.21948032081127167,-0.00037456026802829,0.05587901099999999,0.033762782625,-0.7387017025,0.011426250875,0.0080249772625,-0.013871686479625
0.0032009006622516546,1.0,0.21383023262023926,-0.0002954157898784615,0.056653965875000004,0.033600601625,-0.7334769025000001,0.011928490375,0.0084622183375,-0.010315672104625001
0.0029722649006622514,1.0,0.20748712122440338,-0.00022660818922304315,0.057518971125000005,0.033368877875,-0.7293412837500001,0.01279361825,0.0089021032125,-0.005860118479625
0.0027436291390728483,1.0,0.20011360943317413,-0.00015329328527570213,0.05845182175,0.033120788125,-0.72206969625,0.014045226499999999,0.00934791025,-0.0008228093546250002
0.002514993377483445,1.0,0.19220148026943207,-6.322458340154694e-05,0.059325397,0.032912128125,-0.7116601275000001,0.015692413750000002,0.009753499375,0.0034739395203749993
0.0022863576158940395,1.0,0.18350276350975037,3.272349497757815e-05,0.060089155375,0.03267671212500001,-0.69791510875,0.01780610575,0.010103260000000001,0.0063746175578750005
0.0020577218543046364,0.9986995182451824,0.17393456309332006,0.0001068467605369771,0.060685732875,0.032445191750000005,-0.6814924874999999,0.020301670375,0.010386624125000002,0.007715074200375001
0.0018290860927152332,0.9861316113161132,0.16362159367179235,0.00014906394050172073,0.060954950375000004,0.032282009875,-0.66181376875,0.023073847125,0.010585493625000001,0.006915049650375001
0.0016004503311258275,0.9745989647396474,0.15238615445198464,0.0001872605716495349,0.06087155925,0.032118432875,-0.6351332525,0.025872221,0.01066715175,0.003172254555
0.0013718145695364244,0.9624645517288507,0.14147963717305634,0.000207861528020144,0.060406743875,0.031948491625,-0.6037215275000001,0.028480738500000005,0.0106686635,-0.0031562144449999996
0.0011431788079470213,0.9413899138991388,0.1310269865378647,0.0002139642454276639,0.059566591875000005,0.031727984375000004,-0.56741184875,0.030750718500000003,0.010606145124999999,-0.01192789382
0.0009145430463576153,0.9128130552138854,0.12118826961407256,0.0001966220972667539,0.05842638525,0.03147810225,-0.52881062125,0.0324889765,0.010520372125,-0.02172090632
0.0006859072847682122,0.8825406587399208,0.11250217188630497,0.0001330033435716655,0.057114454499999995,0.03118494775,-0.49076732875,0.03370371937500001,0.01045808,-0.030812533819999998
0.00045727152317880907,0.8557545783791172,0.10451063943202978,3.890283855563945e-05,0.05565212075,0.030874127999999997,-0.45442599375,0.034319074625,0.01045227425,-0.0378346143575
